iri,term_localName,label,definition,comments,examples,organized_in,issued,status,replaces,rdf_type,term_iri,abcd_equivalence,flags
http://rs.tdwg.org/dwc/terms/version/acceptedNameUsage-2023-06-28,acceptedNameUsage,Accepted Name Usage,"The full name, with authorship and date information if known, of the currently valid (zoological) or accepted (botanical) dwc:Taxon.","The full scientific name, with authorship and date information if known, of the accepted (botanical) or valid (zoological) name in cases where the provided dwc:scientificName is considered by the reference indicated in the dwc:accordingTo property, or of the content provider, to be a synonym or misapplied name. When applied to a dwc:Organism or dwc:Occurrence, this term should be used in cases where a content provider regards the provided dwc:scientificName to be inconsistent with the taxonomic perspective of the content provider. For example, there are many discrepancies within specimen collections and observation datasets between the recorded name (e.g., the most recent identification from an expert who examined a specimen, or a field identification for an observed dwc:Organism), and the name asserted by the content provider to be taxonomically accepted.",`Tamias minimus` (valid name for `Eutamias minimus`),http://rs.tdwg.org/dwc/terms/Taxon,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/acceptedNameUsage-2021-07-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedNameUsage,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/acceptedNameUsageID-2023-06-28,acceptedNameUsageID,Accepted Name Usage ID,An identifier for the name usage (documented meaning of the name according to a source) of the currently valid (zoological) or accepted (botanical) taxon.,This term should be used for synonyms or misapplied names to refer to the dwc:taxonID of a dwc:Taxon record that represents the accepted (botanical) or valid (zoological) name. For Darwin Core Archives the related record should be present locally in the same archive.,`tsn:41107` (ITIS); `urn:lsid:ipni.org:names:320035-2` (IPNI); `2704179` (GBIF); `6W3C4` (COL),http://rs.tdwg.org/dwc/terms/Taxon,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/acceptedNameUsageID-2021-07-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedNameUsageID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/acceptedScientificName-2009-07-06,acceptedScientificName,Accepted Scientific Name,The currently valid (zoological) or accepted (botanical) name for the scientificName.,"Example: ""Tamias minimus"" valid name for ""Eutamias minimus""",,http://rs.tdwg.org/dwc/terms/Taxon,7/6/2009,deprecated,http://rs.tdwg.org/dwc/terms/version/acceptedTaxonName-2009-04-24,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedScientificName,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/acceptedScientificNameID-2009-07-06,acceptedScientificNameID,Accepted Scientific Name ID,A unique identifier for the acceptedScientificName.,,,http://rs.tdwg.org/dwc/terms/Taxon,7/6/2009,deprecated,http://rs.tdwg.org/dwc/terms/version/acceptedTaxonNameID-2009-04-24,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedScientificNameID,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/AcceptedTaxon-2008-11-19,AcceptedTaxon,Accepted Taxon,The currently valid (zoological) or accepted (botanical) name for the ScientificName.,,,http://rs.tdwg.org/dwc/terms/Taxon,11/19/2008,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/AcceptedTaxon,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/acceptedTaxonID-2009-08-24,acceptedTaxonID,Accepted Taxon ID,An identifier for the name of the currently valid (zoological) or accepted (botanical) taxon. See acceptedTaxon.,"Example: ""8fa58e08-08de-4ac1-b69c-1235340b7001""",,http://rs.tdwg.org/dwc/terms/Taxon,8/24/2009,deprecated,http://rs.tdwg.org/dwc/terms/version/acceptedScientificNameID-2009-07-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedTaxonID,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/acceptedTaxonName-2009-04-24,acceptedTaxonName,Accepted Taxon Name,The currently valid (zoological) or accepted (botanical) name for the scientificName.,"Example: ""Tamias minimus"" valid name for ""Eutamias minimus""",,http://rs.tdwg.org/dwc/terms/Taxon,4/24/2009,deprecated,http://rs.tdwg.org/dwc/terms/version/AcceptedTaxon-2008-11-19,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedTaxonName,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/acceptedTaxonNameID-2009-04-24,acceptedTaxonNameID,Accepted Taxon Name ID,A unique identifier for the acceptedTaxonName.,,,http://rs.tdwg.org/dwc/terms/Taxon,4/24/2009,deprecated,http://rs.tdwg.org/dwc/terms/version/AcceptedTaxonID-2009-01-21,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedTaxonNameID,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/AccessConstraints-2008-11-19,AccessConstraints,Access Constraints,A description of constraints on the use of the data as shared or access to further data that is not shared.,"Example: ""not-for-profit use only"".",,http://rs.tdwg.org/dwc/terms/Sample,11/19/2008,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/AccessConstraints,DataSets/DataSet/Units/Unit/IPRStatements,
http://rs.tdwg.org/dwc/terms/version/accordingTo-2009-01-21,accordingTo,According To,Abstract term to attribute information to a source.,,,,1/21/2009,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/accordingTo,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/accuracy-2009-01-21,accuracy,Accuracy,Abstract term to capture error information about a measurement or fact.,,,,1/21/2009,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/accuracy,DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Aspect/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/AgeClass-2003-06-17,AgeClass,Age Class,"The age class, reproductive stage, life stage of the biological individual (e.g., juvenile, adult, eft, nymph, etc.).",,,,6/17/2003,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://digir.net/schema/conceptual/darwin/2003/1.0/AgeClass,,
http://rs.tdwg.org/dwc/terms/version/associatedMedia-2020-08-12,associatedMedia,Associated Media,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of media associated with the Occurrence.",,`https://arctos.database.museum/media/10520962 | https://arctos.database.museum/media/10520964`,http://rs.tdwg.org/dwc/terms/Occurrence,8/12/2020,superseded,http://rs.tdwg.org/dwc/terms/version/associatedMedia-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedMedia,DataSets/DataSet/Units/Unit/MultimediaObjects,simple
http://rs.tdwg.org/dwc/terms/version/associatedOccurrences-2021-07-15,associatedOccurrences,Associated Occurrences,A list (concatenated and separated) of identifiers of other Occurrence records and their associations to this Occurrence.,"This term can be used to provide a list of associations to other Occurrences. Note that the ResourceRelationship class is an alternative means of representing associations, and with more detail. Recommended best practice is to separate the values in a list with space vertical bar space ( | ).","`""parasite collected from"":""https://arctos.database.museum/guid/MSB:Mamm:215895?seid=950760""`, `""encounter previous to"":""http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3175067"" | ""encounter previous to"":""http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3177393"" | ""encounter previous to"":""http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3177394"" | ""encounter previous to"":""http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3177392"" | ""encounter previous to"":""http://arctos.database.museum/guid/MSB:Mamm:292063?seid=3609139""`",http://rs.tdwg.org/dwc/terms/Occurrence,7/15/2021,superseded,http://rs.tdwg.org/dwc/terms/version/associatedOccurrences-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedOccurrences,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceInstitutionCode + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceName + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitID,simple
http://rs.tdwg.org/dwc/terms/version/associatedOrganisms-2023-06-28,associatedOrganisms,Associated Organisms,A list (concatenated and separated) of identifiers of other dwc:Organisms and the associations of this dwc:Organism to each of them.,"This term can be used to provide a list of associations to other dwc:Organisms. Note that the dwc:ResourceRelationship class is an alternative means of representing associations, and with more detail. Recommended best practice is to separate the values in a list with space vertical bar space (` | `).","`""sibling of"":""http://arctos.database.museum/guid/DMNS:Mamm:14171""`; `""parent of"":""http://arctos.database.museum/guid/MSB:Mamm:196208"" | ""parent of"":""http://arctos.database.museum/guid/MSB:Mamm:196523"" | ""sibling of"":""http://arctos.database.museum/guid/MSB:Mamm:142638""`",http://rs.tdwg.org/dwc/terms/Organism,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/associatedOrganisms-2021-07-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedOrganisms,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/associatedReferences-2021-07-15,associatedReferences,Associated References,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with the Occurrence.","Recommended best practice is to separate the values in a list with space vertical bar space ( | ). Note that the ResourceRelationship class is an alternative means of representing associations, and with more detail. Note also that the intended usage of the term dcterms:references in Darwin Core when applied to an Occurrence is to point to the definitive source representation of that Occurrence if one is available. Note also that the intended usage of dcterms:bibliographicCitation in Darwin Core when applied to an Occurrence is to provide the preferred way to cite the Occurrence itself.","`http://www.sciencemag.org/cgi/content/abstract/322/5899/261`, `Christopher J. Conroy, Jennifer L. Neuwald. 2008. Phylogeographic study of the California vole, Microtus californicus Journal of Mammalogy, 89(3):755-767.`, `Steven R. Hoofer and Ronald A. Van Den Bussche. 2001. Phylogenetic Relationships of Plecotine Bats and Allies Based on Mitochondrial Ribosomal Sequences. Journal of Mammalogy 82(1):131-137. | Walker, Faith M., Jeffrey T. Foster, Kevin P. Drees, Carol L. Chambers. 2014. Spotted bat (Euderma maculatum) microsatellite discovery using illumina sequencing. Conservation Genetics Resources.`",http://rs.tdwg.org/dwc/terms/Occurrence,7/15/2021,superseded,http://rs.tdwg.org/dwc/terms/version/associatedReferences-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedReferences,DataSets/DataSet/Units/Unit/UnitReferences,simple
http://rs.tdwg.org/dwc/terms/version/associatedSequences-2023-09-13,associatedSequences,Associated Sequences,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of genetic sequence information associated with the dwc:MaterialEntity.",,`http://www.ncbi.nlm.nih.gov/nuccore/U34853.1`; `http://www.ncbi.nlm.nih.gov/nuccore/GU328060 | http://www.ncbi.nlm.nih.gov/nuccore/AF326093`,http://rs.tdwg.org/dwc/terms/MaterialEntity,9/13/2023,recommended,http://rs.tdwg.org/dwc/terms/version/associatedSequences-2023-06-28,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedSequences,DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant,simple
http://rs.tdwg.org/dwc/terms/version/associatedTaxa-2021-07-15,associatedTaxa,Associated Taxa,A list (concatenated and separated) of identifiers or names of taxa and the associations of this Occurrence to each of them.,"This term can be used to provide a list of associations to Taxa other than the one defined in the Occurrence. Note that the ResourceRelationship class is an alternative means of representing associations, and with more detail. This term is not apt for establishing relationships between Taxa, only between specific Occurrences of an Organism with other Taxa. Recommended best practice is to separate the values in a list with space vertical bar space ( | ).","`""host"":""Quercus alba""`, `""host"":""gbif.org/species/2879737""`,`""parasitoid of"":""Cyclocephala signaticollis"" | ""predator of"":""Apis mellifera""`",http://rs.tdwg.org/dwc/terms/Occurrence,7/15/2021,superseded,http://rs.tdwg.org/dwc/terms/version/associatedTaxa-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedTaxa,DataSets/DataSet/Units/Unit/Gathering/Synecology/AssociatedTaxa,simple
http://rs.tdwg.org/dwc/dwcore/version/Attributes-2007-04-17,Attributes,Attributes,"List of additional measurements or characteristics (concatenated and separated) for which there is no existing semantic element, but which the data provider nevertheless feels the desire to share. Examples: ""Tragus length: 14mm; Weight: 120g"", ""Height: 1-1.5 meters tall; flowers yellow; uncommon"".",,,,4/17/2007,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/dwcore/Attributes,DataSets/DataSet/Units/Unit/MeasurementsOrFacts,
http://rs.tdwg.org/dwc/dwcore/version/AuthorYearOfScientificName-2007-04-17,AuthorYearOfScientificName,Author Year of Scientific Name,"The author of the ScientificName and the year of publication, if known. More than one author can be listed in a concatenated string. Should be formatted with parentheses and year according to the conventions of the applicable NomenclaturalCode.",,,,4/17/2007,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificNameAuthor-2003-06-17,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/dwcore/AuthorYearOfScientificName,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/ParentheticalAuthorTeamAndYear + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/AuthorTeamAndYear} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeamParenthesis + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeam} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamOriginalAndYear + [= or] DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamParenthesisAndYear},
http://rs.tdwg.org/dwc/terms/version/basionym-2009-04-24,basionym,Basionym,The basionym (botany) or basonym (bacteriology) of the scientificName.,"Example: ""Pinus abies""",,http://rs.tdwg.org/dwc/terms/Taxon,4/24/2009,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/basionym,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/basionymID-2009-04-24,basionymID,Basionym ID,A unique identifier for the basionym (botany) or basonym (bacteriology) of the scientificName.,,,http://rs.tdwg.org/dwc/terms/Taxon,4/24/2009,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/basionymID,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/basisOfRecord-2023-06-28,basisOfRecord,Basis of Record,The specific nature of the data record.,Recommended best practice is to use a controlled vocabulary such as the set of local names of the identifiers for classes in Darwin Core.,`PreservedSpecimen`; `FossilSpecimen`; `LivingSpecimen`; `MaterialSample`; `Event`; `HumanObservation`; `MachineObservation`; `Taxon`; `Occurrence`; `MaterialCitation`,,6/28/2023,superseded,http://rs.tdwg.org/dwc/terms/version/basisOfRecord-2021-07-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/basisOfRecord,DataSets/DataSet/Units/Unit/RecordBasis,simple
http://rs.tdwg.org/dwc/terms/version/bed-2023-09-13,bed,Bed,The full name of the lithostratigraphic bed from which the dwc:MaterialEntity was collected.,,`Harlem coal`,http://rs.tdwg.org/dwc/terms/GeologicalContext,9/13/2023,recommended,http://rs.tdwg.org/dwc/terms/version/bed-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/bed,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/behavior-2017-10-06,behavior,Behavior,The behavior shown by the subject at the time the Occurrence was recorded.,,"`roosting`, `foraging`, `running`",http://rs.tdwg.org/dwc/terms/Occurrence,10/6/2017,superseded,http://rs.tdwg.org/dwc/terms/version/behavior-2009-04-24,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/behavior,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/binomial-2008-11-19,binomial,Binomial,The combination of genus and first (species) epithet of the scientificName.,"Example: ""Ctenomys sociabilis""",,http://rs.tdwg.org/dwc/terms/Taxon,11/19/2008,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/binomial,DataSets/DataSet/Units/Unit/Gathering/Synecology/AssociatedTaxa/TaxonIdentified/ScientificName/FullScientificNameString,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/BoundingBox-2003-06-17,BoundingBox,Bounding Box,"This access point provides a mechanism for performing searches using a bounding box. A Bounding Box element is not typically present in the database, but rather is derived from the DecimalLatitude and DecimalLongitude columns by the data provider.",,,,6/17/2003,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/BoundingBox-2003-06-13,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://digir.net/schema/conceptual/darwin/2003/1.0/BoundingBox,,
http://rs.tdwg.org/dwc/iri/version/caste-2023-06-28,caste,Caste (IRI),Categorisation of individuals for eusocial species (including some mammals and arthropods).,Recommended best practice is to use a controlled vocabulary that aligns best with the dwc:Taxon. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,6/28/2023,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/caste,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/catalogNumber-2017-10-06,catalogNumber,Catalog Number,An identifier (preferably unique) for the record within the data set or collection.,,"`145732`, `145732a`, `2008.1334`, `R-4313`",http://rs.tdwg.org/dwc/terms/Occurrence,10/6/2017,superseded,http://rs.tdwg.org/dwc/terms/version/catalogNumber-2009-04-24,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/catalogNumber,DataSets/DataSet/Units/Unit/UnitID,simple
http://rs.tdwg.org/dwc/terms/version/CatalogNumberNumeric-2008-11-19,CatalogNumberNumeric,Catalog Number Numeric,"The numeric value of the catalogNumber, used to facilitate numerical sorting and searching by ranges.",,,http://rs.tdwg.org/dwc/terms/Occurrence,11/19/2008,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CatalogNumberNumeric-2003-06-17,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/CatalogNumberNumeric,DataSets/DataSet/Units/Unit/UnitIDNumeric,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/CatalogNumberText-2003-06-17,CatalogNumberText,Catalog Number Text,An alphanumeric value which identifies an individual cataloged item within the collection. It is recommended that this value provides a key by which the individual cataloged item can be identified.,,,,6/17/2003,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CatalogNumber-2003-06-13,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberText,,
http://rs.tdwg.org/dwc/terms/version/class-2023-06-28,class,Class,The full scientific name of the class in which the dwc:Taxon is classified.,,`Mammalia`; `Hepaticopsida`,http://rs.tdwg.org/dwc/terms/Taxon,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/class-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/class,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = classis,simple
http://rs.tdwg.org/dwc/dwcore/version/CollectingMethod-2007-04-17,CollectingMethod,Collection Method,"The name of, reference to, or brief description of the method or protocol under which the collecting event occurred. Examples: ""UV light trap"", ""mist net"", ""bottom trawl"".",,,,4/17/2007,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/dwcore/CollectingMethod,DataSets/DataSet/Units/Unit/Gathering/Method,
http://rs.tdwg.org/dwc/terms/version/collectionCode-2017-10-06,collectionCode,Collection Code,"The name, acronym, coden, or initialism identifying the collection or data set from which the record was derived.",,"`Mammals`, `Hildebrandt`, `EBIRD`, `VP`",,10/6/2017,superseded,http://rs.tdwg.org/dwc/terms/version/collectionCode-2009-09-11,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/collectionCode,DataSets/DataSet/Units/Unit/SourceID,simple
http://rs.tdwg.org/dwc/terms/version/collectionID-2017-10-06,collectionID,Collection ID,An identifier for the collection or dataset from which the record was derived.,"For physical specimens, the recommended best practice is to use an identifier from a collections registry such as the Global Registry of Biodiversity Repositories (http://grbio.org/).","`http://biocol.org/urn:lsid:biocol.org:col:1001`, `http://grbio.org/cool/p5fp-c036`",,10/6/2017,superseded,http://rs.tdwg.org/dwc/terms/version/collectionID-2009-09-11,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/collectionID,DataSets/DataSet/Units/Unit/SourceID,simple
http://rs.tdwg.org/dwc/dwcore/version/Collector-2007-04-17,Collector,Collector,"The name(s) (concatenated and separated) of collectors or observers. ""LIKE"" or ""contains"" substring query operations are meant to be used with this element to find matching collector names. The primary collector or observer, especially one whose CollectorNumber is also provided, should be listed first. Example: ""Oliver P. Pearson, Anita K. Pearson"" where the value in CollectorNumber ""OPP 7101"" corresponds to the number for the specimen in the field catalog (collector number) of Oliver P. Pearson.",,,,4/17/2007,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Collector-2003-06-17,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/dwcore/Collector,DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText,
http://rs.tdwg.org/dwc/curatorial/version/CollectorNumber-2007-04-17,CollectorNumber,Collector Number,An identifying string applied to the object or observation at the time of collection. Serves as a link between field notes and the object or observation.,,,,4/17/2007,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CollectorNumber-2003-06-17,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/curatorial/CollectorNumber,DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText,
http://rs.tdwg.org/dwc/terms/version/continent-2023-06-28,continent,Continent,The name of the continent in which the dcterms:Location occurs.,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Africa`; `Antarctica`; `Asia`; `Europe`; `North America`; `Oceania`; `South America`,http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/continent-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/continent,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Continent,simple
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ContinentOcean-2003-06-17,ContinentOcean,Continent Ocean,"The full, unabbreviated name of the continent or ocean from which the cataloged item was collected.",,,,6/17/2003,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ContinentOcean-2003-06-13,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean,,
http://rs.tdwg.org/dwc/terms/version/coordinatePrecision-2023-06-28,coordinatePrecision,Coordinate Precision,A decimal representation of the precision of the coordinates given in the dwc:decimalLatitude and dwc:decimalLongitude.,,`0.00001` (normal GPS limit for decimal degrees); `0.000278` (nearest second); `0.01667` (nearest minute); `1.0` (nearest degree),http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/coordinatePrecision-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/coordinatePrecision,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/ISOAccuracy or DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/AccuracyStatement,simple
http://rs.tdwg.org/dwc/terms/version/coordinateUncertaintyInMeters-2023-06-28,coordinateUncertaintyInMeters,Coordinate Uncertainty In Meters,"The horizontal distance (in meters) from the given dwc:decimalLatitude and dwc:decimalLongitude describing the smallest circle containing the whole of the dcterms:Location. Leave the value empty if the uncertainty is unknown, cannot be estimated, or is not applicable (because there are no coordinates). Zero is not a valid value for this term.",,`30` (reasonable lower limit on or after 2000-05-01 of a GPS reading under good conditions if the actual precision was not recorded at the time); `100` (reasonable lower limit before 2000-05-01 of a GPS reading under good conditions if the actual precision was not recorded at the time); `71` (uncertainty for a UTM coordinate having 100 meter precision and a known spatial reference system),http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/coordinateUncertaintyInMeters-2021-07-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/CoordinateErrorDistanceInMeters,simple
http://rs.tdwg.org/dwc/terms/version/country-2023-06-28,country,Country,The name of the country or major administrative unit in which the dcterms:Location occurs.,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`Denmark`; `Colombia`; `España`,http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/country-2021-07-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/country,DataSets/DataSet/Units/Unit/Gathering/Country/Name,simple
http://rs.tdwg.org/dwc/terms/version/countryCode-2023-06-28,countryCode,Country Code,The standard code for the country in which the dcterms:Location occurs.,"Recommended best practice is to use an ISO 3166-1-alpha-2 country code. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both.",`AR`; `SV`,http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/countryCode-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/countryCode,DataSets/DataSet/Units/Unit/Gathering/Country/ISO3166Code,simple
