iri,term_localName,label,definition,comments,examples,organized_in,issued,status,replaces,rdf_type,term_iri,abcd_equivalence,flags
http://rs.tdwg.org/dwc/terms/version/eventRemarks-2023-06-28,eventRemarks,Event Remarks,Comments or notes about the dwc:Event.,,`After the recent rains the river is nearly at flood stage.`,http://rs.tdwg.org/dwc/terms/Event,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/eventRemarks-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/eventRemarks,DataSets/DataSet/Units/Unit/Gathering/Notes,simple
http://rs.tdwg.org/dwc/terms/version/eventTime-2023-06-28,eventTime,Event Time,The time or interval during which a dwc:Event occurred.,Recommended best practice is to use a time of day that conforms to ISO 8601-1:2019.,`14:07-0600` (2:07pm in the time zone six hours earlier than UTC); `08:40:21Z` (8:40:21am UTC); `13:00:00Z/15:30:00Z` (the interval between 1pm UTC and 3:30pm UTC),http://rs.tdwg.org/dwc/terms/Event,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/eventTime-2020-08-12,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/eventTime,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin and DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,simple
http://rs.tdwg.org/dwc/terms/version/eventType-2023-06-28,eventType,Event Type,The nature of the dwc:Event.,"Recommended best practice is to use a controlled vocabulary. Regardless of the dwc:eventType, the interval of the dwc:Event can be captured in dwc:eventDate. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Sample`; `Observation`; `Site Visit`; `Biotic Interaction`; `Bioblitz`; `Expedition`; `Survey`; `Project`,http://rs.tdwg.org/dwc/terms/Event,6/28/2023,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/eventType,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/family-2023-06-28,family,Family,The full scientific name of the family in which the dwc:Taxon is classified.,,`Felidae`; `Monocleaceae`,http://rs.tdwg.org/dwc/terms/Taxon,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/family-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/family,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,simple
http://rs.tdwg.org/dwc/terms/version/fieldNotes-2023-06-28,fieldNotes,Field Notes,"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the dwc:Event.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Notes available in the Grinnell-Miller Library.`,http://rs.tdwg.org/dwc/terms/Event,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/fieldNotes-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/fieldNotes,DataSets/DataSet/Units/Unit/FieldNotes,simple
http://rs.tdwg.org/dwc/terms/version/fieldNumber-2023-06-28,fieldNumber,Field Number,An identifier given to the dwc:Event in the field. Often serves as a link between field notes and the dwc:Event.,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`RV Sol 87-03-08`,http://rs.tdwg.org/dwc/terms/Event,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/fieldNumber-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/fieldNumber,DataSets/DataSet/Units/Unit/Gathering/Code,simple
http://rs.tdwg.org/dwc/terms/version/footprintSpatialFit-2023-06-28,footprintSpatialFit,Footprint Spatial Fit,"The ratio of the area of the dwc:footprintWKT to the area of the true (original, or most specific) spatial representation of the dcterms:Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given dwc:footprintWKT does not completely contain the original representation. The dwc:footprintSpatialFit is undefined (and should be left empty) if the original representation is any geometry without area (e.g., a point or polyline) and without uncertainty and the given georeference is not that same geometry (without uncertainty). If both the original and the given georeference are the same point, the dwc:footprintSpatialFit is 1.","Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853).",`0`; `1`; `1.5708`,http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/footprintSpatialFit-2020-08-20,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/footprintSpatialFit,DataSets/DataSet/Units/Unit/Gathering/FootprintSpatialFit,simple
http://rs.tdwg.org/dwc/terms/version/footprintSRS-2023-06-28,footprintSRS,Footprint SRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geometry given in dwc:footprintWKT is based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`. It is also permitted to provide the SRS in Well-Known-Text, especially if no EPSG code provides the necessary values for the attributes of the SRS. Do not use this term to describe the SRS of the dwc:decimalLatitude and dwc:decimalLongitude, nor of any verbatim coordinates - use the dwc:geodeticDatum and dwc:verbatimSRS instead. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`epsg:4326`; `GEOGCS[""GCS_WGS_1984"", DATUM[""D_WGS_1984"", SPHEROID[""WGS_1984"",6378137,298.257223563]], PRIMEM[""Greenwich"",0], UNIT[""Degree"",0.0174532925199433]]` (WKT for the standard WGS84 Spatial Reference System EPSG:4326)",http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/footprintSRS-2021-07-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/footprintSRS,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/footprintWKT-2023-06-28,footprintWKT,Footprint WKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the dcterms:Location. A dcterms:Location may have both a point-radius representation (see dwc:decimalLatitude) and a footprint representation, and they may differ from each other.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))` (the one-degree bounding box with opposite corners at longitude=10, latitude=20 and longitude=11, latitude=21)",http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/footprintWKT-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/footprintWKT,DataSets/DataSet/Units/Unit/Gathering/FootprintWKT (ABCD v2.06b),simple
http://rs.tdwg.org/dwc/terms/version/formation-2023-09-13,formation,Formation,The full name of the lithostratigraphic formation from which the dwc:MaterialEntity was collected.,,`Notch Peak Formation`; `House Limestone`; `Fillmore Formation`,http://rs.tdwg.org/dwc/terms/GeologicalContext,9/13/2023,recommended,http://rs.tdwg.org/dwc/terms/version/formation-2023-06-28,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/formation,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/FossilSpecimen-2023-09-18,FossilSpecimen,Fossil Specimen,A preserved specimen that is a fossil.,,`a body fossil`; `a coprolite`; `a gastrolith`; `an ichnofossil`; `a piece of a petrified tree`,,9/18/2023,recommended,http://rs.tdwg.org/dwc/terms/version/FossilSpecimen-2018-09-06,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/FossilSpecimen,RecordBasisEnum/FossileSpecimen,simple
http://rs.tdwg.org/dwc/iri/version/fromLithostratigraphicUnit-2015-03-27,fromLithostratigraphicUnit,From Lithostratigraphic Unit,Use to link a dwc:GeologicalContext instance to an IRI-identified lithostratigraphic unit at the lowest possible level in a hierarchy.,"Recommended best practice is to use an IRI from a controlled vocabulary. A ""convenience property"" that replaces Darwin Core literal-value terms related to geological context. See Section 2.7.7 of the Darwin Core RDF Guide for details.",,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,3/27/2015,recommended,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/iri/fromLithostratigraphicUnit,not in ABCD,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/GenBankNum-2003-06-17,GenBankNum,Gen Bank Num,GenBank Accession number.,,,,6/17/2003,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum,,
http://rs.tdwg.org/dwc/curatorial/version/GenBankNumber-2007-04-17,GenBankNumber,Gen Bank Number,GenBank Accession number(s) associated with the biological individual(s) referred to by the cataloged object.,,,,4/17/2007,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/GenBankNum-2003-06-17,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/curatorial/GenBankNumber,DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant,
http://rs.tdwg.org/dwc/terms/version/Generalizations-2008-11-19,Generalizations,Generalizations,Actions taken to make the data as shared less specific or complete than in its original form. Suggests that alternative data of highly quality may be available on request.,"Examples: ""Coordinates generalized from original GPS coordinates to the nearest half degree grid cell"", ""locality information given only to nearest county"".",,,11/19/2008,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/Generalizations,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/genericName-2023-06-28,genericName,Generic Name,The genus part of the dwc:scientificName without authorship.,For synonyms the accepted genus and the genus part of the name may be different. The term dwc:genericName should be used together with dwc:specificEpithet to form a binomial and with dwc:infraspecificEpithet to form a trinomial. The term dwc:genericName should only be used for combinations. Uninomials of generic rank do not have a dwc:genericName.,"`Felis` (for scientificName `Felis concolor`, with accompanying values of `Puma concolor` in acceptedNameUsage and `Puma` in genus)",http://rs.tdwg.org/dwc/terms/Taxon,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/genericName-2021-07-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/genericName,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/genus-2023-06-28,genus,Genus,The full scientific name of the genus in which the dwc:Taxon is classified.,,`Puma`; `Monoclea`,http://rs.tdwg.org/dwc/terms/Taxon,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/genus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/genus,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},simple
http://rs.tdwg.org/dwc/terms/version/geodeticDatum-2023-06-28,geodeticDatum,Geodetic Datum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in dwc:decimalLatitude and dwc:decimalLongitude are based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`EPSG:4326`; `WGS84`; `NAD27`; `Campo Inchauspe`; `European 1950`; `Clarke 1866`; `unknown`,http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/geodeticDatum-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/geodeticDatum,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/SpatialDatum,simple
http://rs.tdwg.org/dwc/terms/version/GeologicalContext-2023-09-18,GeologicalContext,Geological Context,"Geological information, such as stratigraphy, that qualifies a region or place.",,`a lithostratigraphic layer`,,9/18/2023,recommended,http://rs.tdwg.org/dwc/terms/version/GeologicalContext-2018-09-06,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/GeologicalContext,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy,simple
http://rs.tdwg.org/dwc/terms/version/geologicalContextID-2023-06-28,geologicalContextID,Geological Context ID,"An identifier for the set of information associated with a dwc:GeologicalContext (the location within a geological context, such as stratigraphy). May be a global unique identifier or an identifier specific to the data set.",,`https://opencontext.org/subjects/e54377f7-4452-4315-b676-40679b10c4d9`,http://rs.tdwg.org/dwc/terms/GeologicalContext,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/geologicalContextID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/geologicalContextID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/georeferencedBy-2023-06-28,georeferencedBy,Georeferenced By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the dcterms:Location.","Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Brad Millen (ROM)`; `Kristina Yamamoto | Janet Fang`,http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/georeferencedBy-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferencedBy,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/georeferencedDate-2023-06-28,georeferencedDate,Georeferenced Date,The date on which the dcterms:Location was georeferenced.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 8:40am UTC); `2018-08-29T15:19` (3:19pm local time on 29 August 2018); `1809-02-12` (some time during 12 February 1809); `1906-06` (some time in June 1906); `1971` (some time in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC); `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909); `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007),http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/georeferencedDate-2020-08-12,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferencedDate,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/georeferenceProtocol-2023-06-28,georeferenceProtocol,Georeference Protocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.","This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)`",http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/georeferenceProtocol-2020-08-20,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceProtocol,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinateMethod,simple
http://rs.tdwg.org/dwc/terms/version/georeferenceRemarks-2023-06-28,georeferenceRemarks,Georeference Remarks,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in dwc:georeferenceProtocol.",,`Assumed distance by road (Hwy. 101)`,http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/georeferenceRemarks-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceRemarks,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceRemarks,simple
http://rs.tdwg.org/dwc/terms/version/georeferenceSources-2023-06-28,georeferenceSources,Georeference Sources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the dcterms:Location, described specifically enough to allow anyone in the future to use the same resources.","Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`https://www.geonames.org/`; `USGS 1:24000 Florence Montana Quad 1967 | Terrametrics 2008 on Google Earth`; `GeoLocate`,http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/georeferenceSources-2020-10-28,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceSources,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceSources,simple
http://rs.tdwg.org/dwc/terms/version/georeferenceVerificationStatus-2021-07-15,georeferenceVerificationStatus,Georeference Verification Status,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description for the Location of the Occurrence.,Recommended best practice is to use a controlled vocabulary.,"`unable to georeference`, `requires georeference`, `requires verification`, `verified by data custodian`, `verified by contributor`",http://rs.tdwg.org/dwc/terms/Occurrence,7/15/2021,superseded,http://rs.tdwg.org/dwc/terms/version/georeferenceVerificationStatus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceVerificationStatus,simple
http://digir.net/schema/conceptual/darwin/2003/1.0/version/GeorefMethod-2003-06-17,GeorefMethod,Georef Method,A reference to the methods used for determining the coordinates and uncertainties.,,,,6/17/2003,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://digir.net/schema/conceptual/darwin/2003/1.0/GeorefMethod,,
http://rs.tdwg.org/dwc/dwcore/version/GlobalUniqueIdentifier-2007-04-17,GlobalUniqueIdentifier,Global Unique Identifier,"A Uniform Resource Name (URN) as a unique identifier for the specimen or observation record. In the absence of a persistent global unique identifier, construct one in the form: ""[InstitutionCode]:[CollectionCode]: [CatalogNumber]"" Examples: 1) urn:lsid:nhm.ku.edu:Herps:32 2) ""FMNH:Mammal:145732""",,,,4/17/2007,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/dwcore/GlobalUniqueIdentifier,DataSets/DataSet/Units/Unit/UnitGUID,
http://rs.tdwg.org/dwc/terms/version/group-2023-09-13,group,Group,The full name of the lithostratigraphic group from which the dwc:MaterialEntity was collected.,,`Bathurst`; `Lower Wealden`,http://rs.tdwg.org/dwc/terms/GeologicalContext,9/13/2023,recommended,http://rs.tdwg.org/dwc/terms/version/group-2023-06-28,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/group,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/habitat-2023-06-28,habitat,Habitat,A category or description of the habitat in which the dwc:Event occurred.,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`oak savanna`; `pre-cordilleran steppe`,http://rs.tdwg.org/dwc/terms/Event,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/habitat-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/habitat,DataSets/DataSet/Units/Unit/Gathering/Biotope/Text,simple
http://rs.tdwg.org/dwc/terms/version/higherClassification-2023-06-28,higherClassification,Higher Classification,A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the referenced dwc:Taxon.,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from the highest taxonomic rank to the lowest.",`Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Ranunculus`; `Animalia`; `Animalia | Chordata | Vertebrata | Mammalia | Theria | Eutheria | Rodentia | Hystricognatha | Hystricognathi | Ctenomyidae | Ctenomyini | Ctenomys`,http://rs.tdwg.org/dwc/terms/Taxon,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/higherClassification-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherClassification,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/higherGeography-2023-06-28,higherGeography,Higher Geography,A list (concatenated and separated) of geographic names less specific than the information captured in the dwc:locality term.,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from least specific to most specific.","`North Atlantic Ocean`; `South America | Argentina | Patagonia | Parque Nacional Nahuel Huapi | Neuquén | Los Lagos` with accompanying values `South America` (continent) `Argentina` (country), `Neuquén` (first order division), and `Los Lagos` (second order division)",http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/higherGeography-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherGeography,{DataSets/DataSet/Units/Unit/Gathering/LocalityText or DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName},simple
http://rs.tdwg.org/dwc/terms/version/higherGeographyID-2023-06-28,higherGeographyID,Higher Geography ID,An identifier for the geographic region within which the dcterms:Location occurred.,Recommended best practice is to use a persistent identifier from a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"`http://vocab.getty.edu/tgn/1002002` (Antártida e Islas del Atlántico Sur, Territorio Nacional de la Tierra del Fuego, Argentina).",http://purl.org/dc/terms/Location,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/higherGeographyID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherGeographyID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/HigherTaxon-2009-01-21,HigherTaxon,Higher Taxon,A list (concatenated and separated) of the names for the taxonomic ranks less specific than the ScientificName.,"Example: ""Animalia, Chordata, Vertebrata, Mammalia, Theria, Eutheria, Rodentia, Hystricognatha, Hystricognathi, Ctenomyidae, Ctenomyini, Ctenomys"".",,http://rs.tdwg.org/dwc/terms/Taxon,1/21/2009,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/HigherTaxon,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName,
http://rs.tdwg.org/dwc/terms/version/higherTaxonconceptID-2009-04-24,higherTaxonconceptID,Higher Taxon Concept ID,A unique identifier for the taxon concept less specific than that given in the taxonConceptID.,,,http://rs.tdwg.org/dwc/terms/Taxon,4/24/2009,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherTaxonconceptID,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/HigherTaxonID-2009-01-21,HigherTaxonID,Higher Taxon ID,A global unique identifier for the parent to the taxon.,,,http://rs.tdwg.org/dwc/terms/Taxon,1/21/2009,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/HigherTaxonID,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/higherTaxonName-2009-04-24,higherTaxonName,Higher Taxon Name,A list (concatenated and separated) of the names for the taxonomic ranks less specific than that given in the scientificName.,"Example: ""Animalia; Chordata; Vertebrata; Mammalia; Theria; Eutheria; Rodentia; Hystricognatha; Hystricognathi; Ctenomyidae; Ctenomyini; Ctenomys""",,http://rs.tdwg.org/dwc/terms/Taxon,4/24/2009,deprecated,http://rs.tdwg.org/dwc/dwcore/version/HigherTaxon-2007-04-17,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherTaxonName,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName,
http://rs.tdwg.org/dwc/terms/version/higherTaxonNameID-2009-04-24,higherTaxonNameID,Higher Taxon Name ID,A unique identifier for the name of the next higher rank than the scientificName in a taxonomic classification. See higherTaxonName.,,,http://rs.tdwg.org/dwc/terms/Taxon,4/24/2009,deprecated,http://rs.tdwg.org/dwc/terms/version/HigherTaxonID-2009-01-21,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherTaxonNameID,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/highestBiostratigraphicZone-2023-09-13,highestBiostratigraphicZone,Highest Biostratigraphic Zone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Blancan`,http://rs.tdwg.org/dwc/terms/GeologicalContext,9/13/2023,recommended,http://rs.tdwg.org/dwc/terms/version/highestBiostratigraphicZone-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone,not in ABCD,simple
http://digir.net/schema/conceptual/darwin/2003/1.0/version/HorizontalDatum-2003-06-17,HorizontalDatum,Horizontal Datum,The horizontal geodetic datum to which the DecimalLatitude and DecimalLongitude refer.,,,,6/17/2003,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://digir.net/schema/conceptual/darwin/2003/1.0/HorizontalDatum,,
http://rs.tdwg.org/dwc/terms/version/HumanObservation-2023-09-18,HumanObservation,Human Observation,An output of a human observation process.,,`evidence of a dwc:Occurrence taken from field notes or literature`; `a record of a dwc:Occurrence without physical evidence or evidence captured with a machine`,,9/18/2023,recommended,http://rs.tdwg.org/dwc/terms/version/HumanObservation-2018-09-06,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/HumanObservation,RecordBasisEnum/HumanObservation,simple
http://rs.tdwg.org/dwc/terms/version/Identification-2023-09-18,Identification,Identification,"A taxonomic determination (e.g., the assignment to a dwc:Taxon).",,`a subspecies determination of an organism`,,9/18/2023,recommended,http://rs.tdwg.org/dwc/terms/version/Identification-2023-06-28,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/Identification,DataSets/DataSet/Units/Unit/Identifications/Identification,simple
http://rs.tdwg.org/dwc/terms/version/identificationAttributes-2009-04-24,identificationAttributes,Identification Attributes,"A list (concatenated and separated) of additional measurements, facts, characteristics, or assertions about the Identification.","Example: ""natureOfID=expert identification; identificationEvidence=cytochrome B sequence""",,http://rs.tdwg.org/dwc/terms/Identification,4/24/2009,deprecated,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identificationAttributes,not in ABCD,
http://rs.tdwg.org/dwc/terms/version/identificationID-2023-06-28,identificationID,Identification ID,An identifier for the dwc:Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,,`9992`,http://rs.tdwg.org/dwc/terms/Identification,6/28/2023,recommended,http://rs.tdwg.org/dwc/terms/version/identificationID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identificationID,not in ABCD,simple
